id,title,original_language,popularity,release_date,vote_average,vote_count,tags
382597,R.A.I.D. Special Unit,fr,7.973,2017-02-01,5.8,803,"action,comedy the story of a woman who dreams to join an intervention group in the police department called raid. unfortunately, she is rather clumsy and both her family (and soon to be family-in-law) and a veteran of the raid do not approve. however, johanna is determined to prove them wrong."
16314,3 Ninjas,en,16.649,1992-08-07,5.8,362,"family,action,adventure,comedy each year, three brothers samuel, jeffrey and michael douglas visits their japanese grandfather, mori shintaro whom the boys affectionately refer to as grandpa, for the summer. mori is a highly skilled in the fields of martial arts and ninjutsu, and for years he has trained the boys in his techniques. after an organized crime ring proves to be too much for the fbi, it's time for the 3 brother ninjas! to use their martial arts skills, they team up to battle the crime ring and outwit some very persistent kidnappers!"
829557,365 Days: This Day,en,486.946,2022-04-27,5.8,641,"romance,drama laura and massimo are back and hotter than ever. but the reunited couple's new beginning is complicated by massimo’s family ties and a mysterious man who enters laura’s life to win her heart and trust, at any cost."
694919,Money Plane,en,10.163,2020-09-29,5.8,255,"action,crime a professional thief with $40 million in debt and his family's life on the line must commit one final heist - rob a futuristic airborne casino filled with the world's most dangerous criminals."
675327,Shadow in the Cloud,en,75.858,2020-12-31,5.8,624,"horror,action,war a wwii pilot traveling with top secret documents on a b-17 flying fortress encounters an evil presence on board the flight."
42949,Arthur 3: The War of the Two Worlds,en,18.104,2010-08-22,5.8,1336,"animation,adventure,fantasy,family maltazard, the evil m, is now 7 feet tall and evolving among the humans, causing terror wherever he goes. his goal is simple: forming an army of giant henchmen and ruling over the universe. meanwhile, arthur is still a minimoy, and thus in a state where he's unable to fend him off. with the help of selenia and betameche, he hatches a plan to regain his usual size: all they must do is infiltrate arthur's house through the pipeworks, catch an electric train from his bedroom to his grandfather's study and find an elixir that will make him grow back to his human size. sounds simple enough, if it weren't for darkos, maltazard's own son, hot on their tails."
550385,Christmas with a View,en,9.326,2018-11-01,5.8,265,"romance,family,tv movie this christmas, thunder mountain ski resort is abuzz when celebrity chef shane roarke is named the new head chef. clara garrison isn't as excited and is instead focused on getting resettled after her failed attempt at opening a restaurant in the city. with their paths constantly crossing, will their shared passion for cooking bring them together or will secrets keep them apart?"
234004,Ratchet & Clank,en,15.321,2016-04-13,5.8,526,"action,adventure,animation,family when the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe."
144789,I'm So Excited!,es,9.006,2013-03-08,5.8,580,"comedy the film is an ensemble comedy written and directed by pedro almodóvar. when it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to mexico city look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves."
1717,All the King's Men,en,11.102,2006-09-10,5.8,236,"drama,thriller the story of an idealist's rise to power in the world of louisiana politics and the corruption that leads to his ultimate downfall. based on the1946 pulitzer prize-winning novel written by robert penn warren."
1408,Cutthroat Island,en,10.035,1995-12-22,5.8,425,"action,adventure morgan adams and her slave, william shaw, are on a quest to recover the three portions of a treasure map. unfortunately, the final portion is held by her murderous uncle, dawg. her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. this is made yet more difficult by the efforts of the british crown to end her pirate raids."
34803,Death at a Funeral,en,13.018,2010-04-15,5.8,781,"comedy aaron's father's funeral is today at the family home, and everything goes wrong: the funeral home delivers the wrong body, his cousin accidentally drugs her fiancé, and aaron's successful younger brother, ryan, flies in from new york, broke but arrogant. to top it all off, a mysterious stranger wants a word with aaron."
4442,The Brothers Grimm,en,28.071,2005-08-26,5.8,2330,"adventure,fantasy,action,comedy,thriller folklore collectors and con artists, jake and will grimm, travel from village to village pretending to protect townsfolk from enchanted creatures and performing exorcisms. however, they are put to the test  when they encounter a real magical curse in a haunted forest with real magical beings, requiring genuine courage."
228973,Backcountry,en,21.734,2014-03-20,5.8,468,"thriller,drama,horror a couple on a deep-wilderness hike become hopelessly lost within an aggressive black bear's territory."
36727,A House of Your Dreams,fr,5.18,2006-06-07,5.8,216,"comedy on a mission to loosen up, a miser's sets about buying a house in the country for his family."
9738,Fantastic Four,en,41.811,2005-06-29,5.8,8145,"action,adventure,fantasy,science fiction during a space voyage, four scientists are altered by cosmic rays: reed richards gains the ability to stretch his body; sue storm can become invisible; johnny storm controls fire; and ben grimm is turned into a super-strong … thing. together, these ""fantastic four"" must now thwart the evil plans of dr. doom and save the world from certain destruction."
377264,Morgan,en,18.222,2016-09-01,5.8,1249,"horror,science fiction,thriller a corporate risk-management consultant must determine whether or not to terminate an artificial being's life that was made in a laboratory environment."
248574,Barely Lethal,en,13.638,2015-04-30,5.8,920,"adventure,comedy,action,romance a 16-year-old international assassin yearning for a ""normal"" adolescence fakes her own death and enrolls as a senior in a suburban high school. she quickly learns that being popular can be more painful than getting water-boarded."
174751,Jane Got a Gun,en,19.644,2015-12-31,5.8,687,"western,action,drama after her outlaw husband returns home shot with eight bullets and barely alive, jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job."
85038,Welcome to the North,it,5.371,2012-01-18,5.8,1188,"comedy now in the far north (i.e. milan!), alberto has accepted to manage a program for efficiency improvement in the italian post. he devotes all his time and all his energy to this noble task and neglects his wife silvia, which of course annoys her beyond limits. things do not fare much better in castellabate where it is rather maria, matta's wife, who gets on his nerves by always blaming him for his lack of ambition. one day, due to a misunderstanding, mattia is transferred to... milan! and on whose doorstep does he land? alberto's of course!"
17630,Ugly Melanie,fr,3.871,2008-11-12,5.8,239,comedy this is the story of too nice girl who one day decides to become evil. and who will find out it is not so easy to do wrong when you have always been nice.
13812,Quarantine,en,10.955,2008-10-10,5.8,1037,"horror,science fiction a television reporter and her cameraman are trapped inside a building quarantined by the cdc after the outbreak of a mysterious virus which turns humans into bloodthirsty killers."
54540,Beverly Hills Chihuahua 2,en,25.564,2011-02-01,5.8,313,"comedy,family puppy mayhem turns the lives of newlywed chihuahua parents papi and chloe upside down when their rambunctious, mischievous puppies present one challenge after another. but when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. so papi, chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages."
35025,Le Mac,fr,7.169,2010-02-16,5.8,249,comedy a mild-mannered banker is forced to masquerade as a notorious gangster and pimp.
4248,Scary Movie 2,en,100.192,2001-07-04,5.8,3784,"comedy while the original parodied slasher flicks like scream, keenen ivory wayans's sequel to scary movie takes comedic aim at haunted house movies. a group of students visit a mansion called ""hell house,"" and murderous high jinks ensue."
659986,The Owners,en,55.13,2020-08-27,5.8,252,"thriller,horror a group of friends think they found the perfect easy score - an empty house with a safe full of cash. but when the elderly couple that lives there comes home early, the tables are suddenly turned. as a deadly game of cat and mouse ensues, the would-be thieves must fight to save themselves from a nightmare they could never have imagined."
215379,Young Ones,en,5.945,2014-06-28,5.8,248,"western,action,drama,science fiction in a future where water is scarce, a farmer defends his land and hopes to rejuvenate his parched soil. however, his daughter's boyfriend schemes to steal the land for himself."
56014,Men Vs Women,it,7.647,2010-10-27,5.8,618,comedy a confrontation starts between a young man diego and his beautiful neighbor chiara.
49524,R.I.P.D.,en,34.579,2013-07-18,5.8,3279,"fantasy,action,comedy,crime a recently slain cop joins a team of undead police officers working for the rest in peace department and tries to find the man who murdered him. based on the comic by peter m. lenkov."
15713,The First Star,fr,3.946,2009-03-25,5.8,224,"comedy a married father of three, lives in créteil doing odd jobs and spends his time at the local pmu bar. one day, to please his daughter, he promises a little too quick to take the whole family on vacation to ski. the only problem: if he breaks his promise, his wife will divorce him."
11632,Vanity Fair,pt,8.303,2004-09-01,5.8,289,"drama,romance beautiful, funny, passionate, and calculating, becky is the orphaned daughter of a starving english artist and a french chorus girl. she yearns for a more glamorous life than her birthright promises and resolves to conquer english society by any means possible. a mere ascension into the heights of society is simply not enough. so becky finds a patron in the powerful marquess of steyne whose whims enable becky to realise her dreams. but is the ultimate cost too high for her?"
9511,Rabbit Without Ears 2,de,7.595,2009-11-24,5.8,217,"comedy,romance two years have passed. there is a normal life, but handsome ludo meets his old love, and anna is very jealous..."
9030,The Eye,en,17.675,2008-02-01,5.8,844,"drama,horror,thriller violinist sydney wells was accidentally blinded by her sister helen when she was five years old. she submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people."
376865,High Life,en,12.224,2018-09-26,5.8,863,"science fiction,drama,mystery a father and his daughter struggle to survive in deep space where they live in isolation."
81836,To Rome with Love,en,14.99,2012-04-20,5.8,1778,"romance,comedy,drama four tales unfold in the eternal city: while vacationing in rome, architect john encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man."
18176,Assassination of a High School President,en,8.712,2008-01-17,5.8,240,"comedy,crime after the theft of copies of sat exams from a principal's office, teenage reporter bobby funke sets out to unmask the thief. bobby prints an article fingering class president paul moore as the thief, shredding the youth's reputation. but as bobby gets to know paul's girlfriend, francesca, he comes to realize he was wrong about paul, so he sets out to unmask the true culprit."
17037,I'll Be Home for Christmas,en,7.824,1998-11-13,5.8,247,"comedy,family estranged from his father, college student jake is lured home to new york for christmas with the promise of receiving a classic porsche as a gift. when the bullying football team dumps him in the desert in a santa suit, jake is left without identification or money to help him make the journey. meanwhile, his girlfriend, allie, does not know where he is, and accepts a cross-country ride from jake's rival, eddie."
11397,Not Another Teen Movie,en,32.94,2001-12-07,5.8,1631,"comedy on a bet, a gridiron hero at john hughes high school sets out to turn a bespectacled plain jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s."
10054,Spy Kids,en,82.511,2001-03-18,5.8,2870,"action,comedy,family,adventure carmen and juni think their parents are boring. little do they know that in their day, gregorio and ingrid cortez were the top secret agents from their respective countries. they gave up that life to raise their children. now, the disappearances of several of their old colleagues forces the cortez' return from retirement. what they didn't count on was carmen and juni joining the ""family business."""
13056,Punisher: War Zone,en,24.862,2008-12-05,5.8,890,"action,crime waging his one-man war on the world of organized crime, ruthless vigilante-hero frank castle sets his sights on overeager mob boss billy russoti. after russoti is left horribly disfigured by castle, he sets out for vengeance under his new alias: jigsaw. with the ""punisher task force"" hot on his trail and the fbi unable to take jigsaw in, frank must stand up to the formidable army that jigsaw has recruited before more of his evil deeds go unpunished."
621707,The Vigil,en,8.566,2020-07-01,5.8,257,"horror,thriller,mystery a man providing overnight watch to a deceased member of his former orthodox jewish community finds himself opposite a malevolent entity."
139038,A Haunted House,en,79.988,2013-01-11,5.8,1453,"comedy,horror malcolm and kisha move into their dream home, but soon learn a demon also resides there. when kisha becomes possessed, malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years."
94380,Bad Ass,en,9.67,2012-04-12,5.8,324,"action,drama decorated vietnam hero, frank vega returns home only to get shunned by society leaving him without a job or his high school sweetheart. it's not until forty years later when an incident on a commuter bus makes him a local hero where he's suddenly celebrated once again. but his good fortune suddenly turns for the worse when his best friend is murdered and the police aren't doing anything about it."
89455,360,en,9.463,2012-07-25,5.8,222,"drama,romance inspired by arthur schnitzler's classic la ronde, screenwriter peter morgan and director fernando meirelles' 360 combines a modern and dynamic roundelay of stories into one, linking characters from different cities and countries in a vivid, suspenseful and deeply moving tale of love in the 21st century. starting in vienna, the film beautifully weaves through paris, london, bratislava, rio, denver and phoenix into a single, mesmerizing narrative."
487004,The Full House,fr,5.942,2018-03-21,5.8,278,"comedy antoine, a bachelor party-goer, gets new roommates: jeanne and her two children."
461992,Hostile,en,15.365,2018-03-08,5.8,268,"drama,horror,romance,science fiction juliette, a lone survivor of an apocalyptic era, fights to survive against hunger, thirst, a broken leg and strange disturbing creatures that only come out at nighttime."
8849,Alfie,en,11.513,2004-10-22,5.8,686,"comedy,drama,romance in manhattan, the british limousine driver alfie is surrounded by beautiful women, having one night stands with all of them and without any sort of commitment. his best friends are his colleague marlon and his girl-friend lonette. alfie has a brief affair with lonette, and the consequences force alfie to reflect on his lifestyle."
500916,Primal,en,19.964,2019-12-27,5.8,261,"action a big-game hunter for zoos books passage on a greek shipping freighter with a fresh haul of exotic and deadly animals from the amazon, including a rare white jaguar – along with a political assassin being extradited to the u.s in secret. two days into the journey, the assassin escapes and releases the captive animals, throwing the ship into chaos."
72477,Texas Killing Fields,en,8.368,2011-10-14,5.8,384,"drama,thriller,crime,mystery in the texas bayous, a local homicide detective teams up with a cop from new york city to investigate a series of unsolved murders."
45650,The Hole,en,10.651,2009-09-09,5.8,617,"thriller,adventure,fantasy after moving into a new neighbourhood, brothers dane &amp; lucas and their neighbour julie discover a bottomless hole in the basement of their home. they find that once the hole is exposed, evil is unleashed. with strange shadows lurking around every corner and nightmares coming to life, they are forced to come face to face with their darkest fears to put an end to the mystery of the hole."
44933,C'era un cinese in coma,it,4.919,2000-03-03,5.8,216,"comedy a talent agent with a talentless client roster, ercole preziosi manages middling girl groups, bad magicians, and even worse comedians. when a car crash injures his star comedian, he turns to his young plucky driver to do stand-up duty."
10854,Wicked Little Things,en,11.746,2006-11-17,5.8,210,"fantasy,horror karen, sarah, and emma tunney are all moving to a small town in pennsylvania where, unknown to them, in 1913, a horrid mine accident trapped dozens of children alive, underground. but there's a problem. they're still alive."
9491,Blue Steel,en,8.584,1990-03-16,5.8,282,"thriller megan turner, a rookie cop, gets involved in an armed robbery that goes awry and must engage in a cat-and-mouse game with one of the witnesses who becomes obsessed with her."
332704,Backtrack,en,8.886,2015-07-25,5.8,306,"thriller,horror troubled psychotherapist peter bowers is suffering from nightmares and eerie visions. when he uncovers a horrifying secret that all of his patients share, he is put on a course that takes him back to the small hometown he fled years ago. there he confronts his demons and unravels a mystery 20 years in the making."
7183,Perfect Stranger,en,24.097,2007-04-11,5.8,752,"thriller a journalist goes undercover to ferret out businessman harrison hill as her best friend's killer. posing as one of his temps, she enters into a game of online cat-and-mouse."
224141,Into the Woods,en,15.804,2014-12-24,5.8,3868,"fantasy,comedy in a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch."
207769,Banshee Chapter,en,10.907,2013-08-26,5.8,210,"horror,thriller on the trail of a missing friend who had been experimenting with mind-altering drugs, a young journalist - aided by a rogue counter-culture writer, the silence of the lambs -- finds herself drawn into the dangerous world of top-secret government chemical research and the mystery of a disturbing radio signal of unknown origin. a fast-paced thriller blending fact and fiction, banshee chapter is based on real documents, actual test subject testimony, and uncovered secrets about covert programs run by the cia."
10035,100 Girls,en,13.148,2000-09-01,5.8,362,"comedy,drama,romance this sexy, teen-comedy is about a freshman, matthew, at college who meets his dream girl in a dorm elevator during a blackout. he never sees her face, but instantly falls in love. in the morning, the power is restored, but the ""dream girl"" has vanished. all matthew knows is that she lives in an all-girls dorm. he sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. could it be wendy? dora? arlene? patty? cynthia? or the 95 other girls, any of whom could have been in that elevator with matthew."
6877,Failure to Launch,en,13.372,2006-03-10,5.8,1390,"comedy,romance tripp, an attractive man in his thirties, is still living with his parents al and sue. tripp's best friends demo and ace are also still living in their parents' homes and seem proud of it. al and sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result."
5375,Fred Claus,en,12.247,2007-11-03,5.8,699,"action,comedy,drama fred claus and santa claus have been estranged brothers for many years. now fred must reconcile his differences with his brother whom he believes overshadows him. when an efficiency expert assesses the workings at the north pole and threatens to shut santa down, fred must help his brother to save christmas."
16000,Ben 10: Race Against Time,en,28.36,2008-02-11,5.8,251,"action,family,science fiction ben, gwen, and max must stop an extraterrestrial who plans to open a gateway that leads to an alien invasion."
11456,Domestic Disturbance,en,12.054,2001-10-28,5.8,332,"mystery,thriller,crime a divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be."
85435,A Few Best Men,en,7.884,2011-10-14,5.8,387,comedy a comedy about a groom and his three best men who travel to the australian outback for a wedding.
53172,Henry's Crime,en,8.399,2010-01-14,5.8,270,"crime,comedy an aimless man is sent to prison for a crime he did not commit, an ex-con targets the same bank he was sent away for robbing."
41513,The Smurfs,en,51.099,2011-07-29,5.8,3203,"animation,family,adventure,comedy,fantasy when the evil wizard gargamel chases the tiny blue smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of central park. just three apples high and stuck in the big apple, the smurfs must find a way to get back to their village before gargamel tracks them down."
13207,Friday the 13th,en,60.772,2009-02-11,5.8,2062,horror a group of young adults visit a boarded up campsite named crystal lake where they soon encounter the mysterious jason voorhees and his deadly intentions.
9824,Mystery Men,en,9.336,1999-08-06,5.8,660,"adventure,fantasy,action,comedy,science fiction when champion city's hero captain amazing is kidnapped by the recently paroled supervillain casanova frankenstein, a trio of average, everyday superheroes -- mr. furious, the shoveler and the blue raja -- assemble a new super team to save him."
714375,Fatal Affair,en,14.34,2020-07-16,5.8,245,"thriller ellie tries to mend her marriage with her husband marcus after a brief encounter with an old friend, david, only to find that david is more dangerous and unstable than she'd realized."
631060,Things Heard & Seen,en,15.328,2021-04-29,5.8,718,"horror catherine clare reluctantly trades life in 1980 manhattan for a remote home in the tiny hamlet of chosen, new york, after her husband george lands a job teaching art history at a small hudson valley college. even as she does her best to transform the old dairy farm into a place where young daughter franny will be happy, catherine increasingly finds herself isolated and alone. she soon comes to sense a sinister darkness lurking both in the walls of the ramshackle property—and in her marriage to george."
17335,Obsessed,en,14.302,2009-04-24,5.8,538,"drama,thriller things couldn't be better for derek charles. he's just received a big promotion at work, and has a wonderful marriage with his beautiful wife, sharon. however, into this idyllic world steps lisa, a temporary worker at derek's office. lisa begins to stalk derek, jeopardizing all he holds dear."
14869,G.I. Joe: The Rise of Cobra,en,73.437,2009-08-03,5.8,3977,"adventure,action,thriller,science fiction from the egyptian desert to deep below the polar ice caps, the elite g.i. joe team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer destro and the growing threat of the mysterious cobra organization to prevent them from plunging the world into chaos."
461053,S.W.A.T.: Under Siege,en,28.251,2017-08-01,5.8,277,"action,crime,thriller when a d.e.a. and s.w.a.t. cartel takedown ends in a shootout, s.w.a.t. agent travis hall seizes a mysterious prisoner taking him into custody. before long, the s.w.a.t. compound is under siege by wave-after-wave of assault teams attempting to recover the prisoner known as “the scorpion” for the tattoo blazed across his back. when travis discovers that his prisoner is a secret ops double agent planted within the cartel, it’s up to him and his expert s.w.a.t. team to keep “the scorpion” and his billion dollar secrets safe."
9482,Judge Dredd,en,20.394,1995-06-30,5.8,1959,"science fiction in a dystopian future, dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes."
772272,Tall Girl 2,en,47.086,2022-02-11,5.8,216,"comedy,romance after jodi kreyman gains popularity, her miscommunications start causing rifts with those around her and now she really needs to ""stand tall""."
539885,Ava,en,155.235,2020-07-02,5.8,2028,"action,crime,drama,thriller a black ops assassin is forced to fight for her own survival after a job goes dangerously wrong."
486078,The Vegetable,it,4.831,2018-01-18,5.8,247,"comedy fabio struggles with a cumbersome father and a capricious and spoiled little sister who consider him a good for nothing, a “vegetable” in fact. the unfortunate recent graduate looks for a job reacts to the contempt of his family and demanding employers, when an unexpected event remixes roles…"
479040,Acts of Violence,en,14.491,2018-01-12,5.8,341,"action when his fiancee is kidnapped by human traffickers, roman and his ex-military brothers set out to track her down and save her before it is too late. along the way, roman teams up with avery, a cop investigating human trafficking and fighting the corrupt bureaucracy that has harmful intentions."
50671,The Resident,en,9.882,2011-02-10,5.8,515,"thriller,mystery juliet, a beautiful doctor, has found the perfect new york apartment to start a new life after separating from her husband. it's got spacious rooms, a spectacular view, and a handy, handsome landlord. but there are secrets behind every wall and terror in every room as juliet gets the unnerving feeling that she is not alone."
11856,Air America,en,9.392,1990-08-10,5.8,460,"action,adventure,comedy,drama air america was the cia's private airline operating in laos during the vietnam war, running anything and everything from soldiers to foodstuffs for local villagers. after losing his pilot's license, billy covington is recruited into it, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend gene ryack, and opium smuggling by his own superiors."
9304,Multiplicity,en,8.295,1996-07-19,5.8,428,"comedy,fantasy,science fiction construction worker doug kinney finds that the pressures of his working life, combined with his duties to his wife laura and daughter jennifer leaves him with little time for himself. however, he is approached by geneticist dr. owen leeds, who offers doug a rather unusual solution to his problems: cloning."
8457,Drillbit Taylor,en,14.901,2008-02-04,5.8,843,"comedy three kids hire a low-budget bodyguard to protect them from the playground bully, not realising he is just a homeless beggar and petty thief looking for some easy cash."
390051,Aftermath,en,22.671,2017-02-28,5.8,737,"drama,thriller a fatal plane crash changes the lives of roman and jake forever. roman loses his wife and daughter in the accident, while jake loses his mind—as he happens to be the air traffic controller who failed to avert the nightmare. rage and revenge engulfs roman and jake finds himself swamped with guilt and regret."
44982,13,en,13.89,2010-03-12,5.8,639,"drama,thriller a naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men."
3603,Black Sheep,en,14.094,2007-03-29,5.8,580,"horror,comedy a genetic engineering experiment gone horribly awry turns a large flock of docile sheep into unrelenting killing machines."
15159,The Pink Panther 2,en,17.732,2009-02-06,5.8,929,"comedy,mystery when legendary treasures from around the world are stolen, including the priceless pink panther diamond, chief inspector dreyfus is forced to assign inspector clouseau to a team of international detectives and experts charged with catching the thief and retrieving the stolen artifacts."
9070,Mighty Morphin Power Rangers: The Movie,en,29.545,1995-06-30,5.8,553,"family,action,adventure,science fiction,fantasy power up with six incredible teens who out-maneuver and defeat evil everywhere as the mighty morphin power ranger, but this time the power rangers may have met their match, when they face off with the most sinister monster the galaxy has ever seen."
2928,Michael,en,7.782,1996-12-25,5.8,508,"comedy,drama,fantasy tabloid reporters are sent by their editor to investigate after the paper recieves a letter from a woman claiming an angel is living with her."
172,Star Trek V: The Final Frontier,en,14.756,1989-06-09,5.8,920,"science fiction,action,adventure,thriller the crew of the federation starship enterprise is called to nimbus iii, the planet of intergalactic peace. they are to negotiate in a case of kidnapping only to find out that the kidnapper is a relative of spock. this man is possessed by his life long search for the planet sha ka ree which is supposed to be the source of all life. together they begin to search for this mysterious planet."
228177,Till Luck Do Us Part 2,pt,5.184,2013-12-27,5.8,225,"comedy after all the trouble in the first film, tino and jane have more fun adventures. still tasting bitter failure, they see a light at the end of the tunnel with uncle olavinho’s unexpected inheritance. however, the will carries an unusual request: the rich uncle wants his ashes to be scattered throughout the grand canyon. the couple takes the opportunity of the trip to fulfill this wish and decides to go to las vegas and end up getting into comical situations. big time spender tino will fall into the greatest temptations and indulge in the casinos of the gambling city."
24418,Cirque du Freak: The Vampire's Assistant,en,82.863,2009-10-23,5.8,902,"adventure,fantasy,action,thriller darren shan is a regular teenage kid. he and his friend steve find out about a freak show coming to town and work hard at trying to find tickets. they do, and together they go to ""cirque du freak"" where they see many strange acts including a wolf-man and a bearded lady"
16235,Amityville II: The Possession,en,22.219,1982-09-24,5.8,259,"horror eager to start afresh, the unsuspecting couple of anthony and dolores montelli, along with their four children, move into their dream house in amityville. however, right from the very first night, strange paranormal experiences shatter the montellis' fantasy, as the restless spirits of the dead and the new home's dark secrets open the unfathomable black portal of hell. now, the family's older child, sonny, has become the perfect vessel of destruction, as the invisible demonic forces claim his soul. can father frank adamsky cleanse the infernal amityville house?"
258193,Alien Abduction,en,28.936,2014-04-04,5.8,294,"horror,science fiction,thriller a vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life brown mountain lights phenomenon in north carolina."
11565,Big Momma's House 2,en,28.349,2006-01-26,5.8,1333,"comedy,crime fbi agent malcolm turner goes back undercover as big momma, a slick-talking, slam-dunking southern granny with attitude to spare! now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad."
6948,The Woods,en,9.737,2006-09-25,5.8,202,"mystery,horror,thriller set in 1965 new england, a troubled girl encounters mysterious happenings in the woods surrounding an isolated girls school that she was sent to by her estranged parents."
463053,Ibiza,en,11.543,2018-05-25,5.7,1088,"comedy,romance she could do the responsible thing. or she could go to ibiza with her best friends to chase down a hot dj. easy choice."
87428,That's My Boy,en,66.786,2012-06-14,5.7,1492,"comedy,drama while in his teens, donny fathered a son, todd, and raised him as a single parent up until todd's 18th birthday. now, after not seeing each other for years, todd's world comes crashing down when donny resurfaces just before todd's wedding."
273169,French Women,fr,6.607,2014-06-04,5.7,330,"comedy a story about 11 girls living in paris. each of them has its own problems: career, love life, children. every girl has their complexes and virtues. they always look elegant, hiding their inner feelings. will they reach all the goals and overcome all their difficulties?"
255456,Sotto una buona stella,it,4.486,2014-02-13,5.7,268,"comedy a wealthy broker, federico picchioni, within two days forfeits his partner and work, finishing well to living with two children and granddaughter (abandoned by her father). he is, at this point, in the face of many difficulties of adjustment but finds comfort in the help of his neighbor."
57157,Young Adult,en,20.015,2011-11-11,5.7,1031,"comedy,drama a divorced writer from the midwest returns to her hometown to reconnect with an old flame, who's now married with a family."
38321,Priest,en,31.23,2011-05-05,5.7,1891,"horror,action,thriller in an alternate world, humanity and vampires have warred for centuries. after the last vampire war, the veteran warrior priest lives in obscurity with other humans inside one of the church's walled cities. when the priest's niece is kidnapped by vampires, the priest breaks his vows to hunt them down. he is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former warrior priestess."
13498,Man of the House,en,11.974,2005-02-25,5.7,385,"comedy,action texas ranger roland sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of university of texas cheerleaders. sharp must now go undercover as an assistant cheerleading coach and move in with the young women."
322240,Nine Lives,en,15.441,2016-08-03,5.7,904,"fantasy,comedy,family a stuffy businessman finds himself trapped inside the body of his family's cat."
12120,My Stepmother Is an Alien,en,11.194,1988-12-09,5.7,421,"comedy,science fiction trying to rescue her home planet from destruction, a gorgeous extraterrestrial named celeste arrives on earth and begins her scientific research. she woos quirky scientist dr. steve mills, a widower with a young daughter. before long, celeste finds herself in love with steve and her new life on earth, where she experiences true intimacy for the first time. but when she loses sight of her mission, she begins to question where she belongs."
12118,Police Academy 3: Back in Training,en,18.413,1986-03-20,5.7,967,"comedy,crime when police funding is cut, the governor announces he must close one of the academies. to make it fair, the two police academies must compete against each other to stay in operation. mauser persuades two officers in lassard's academy to better his odds, but things don't quite turn out as expected..."
10829,Tremors 3: Back to Perfection,en,22.442,2001-10-02,5.7,483,"action,comedy,horror,science fiction,thriller burt gummer returns home to perfection, nev., to find that the town of terror has become a theme park, and when the simulated giant worm attacks turn real, the survivalist must battle the creatures once again. gummer pits his impressive knowledge of weaponry against the newest and deadliest generation of flesh-eating graboids, with help from two young entrepreneurs."
4641,Read It and Weep,en,8.966,2006-07-21,5.7,226,"family,comedy,drama,tv movie a young girl turns into an a-list celebrity over night when her private journal is accidently published and becomes a best-seller."
455108,The Little Stranger,en,12.641,2018-08-30,5.7,216,"mystery,drama,horror,history in a dusty post-war summer in rural warwickshire, a doctor is called to a patient at lonely hundreds hall. home to the ayres family for over two centuries, the georgian house is now in decline. but are the ayreses haunted by something more sinister than a dying way of life?"
408266,Birth of the Dragon,en,20.748,2017-08-25,5.7,255,"action,drama set against the backdrop of san francisco’s chinatown, this cross-cultural biopic chronicles bruce lee’s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist wong jack man."
10799,Empire of the Wolves,fr,9.483,2005-04-20,5.8,236,"action when the young detective paul nerteaux finds the third slashed female corpse of illegal turkish immigrants, he decides to ask for support to the experienced dark retired detective jean-louis schiffer to chase the serial killer. together, they infiltrate in the turkish mafia trying to find the answer to the crimes. meanwhile, the worker anna heymes is being submitted to a brain treatment and has severe headaches and glimpses of memories and visions. when these two parallel events collide, disclose that the turkish organization ""the wolves"" is behind them."
